row_index,id,file_name,source_dataset,task,output,valid_token_count,fbank_frames_before_pad
1064,603159b1-71e0-41ba-a851-7550142042e1,583282.flac,WavCaps,caption-general-domain,Water bubbles pop and gurgle.,505,998
1107,2c6743e0-1f2b-4301-b342-a51dda940a2f,Fringilla_coelebs_CoMC0006_05_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Aves Passeriformes Fringillidae Fringilla coelebs,505,998
1120,c0583b5c-c4f6-4f86-811f-be7d6b36a7fc,61022007.flac,Watkins,genus-detection,None,121,235
1139,addd98ad-4c9e-4346-b94e-d7acba62b818,Y_fKTbfYFQKM.flac,WavCaps,caption-general-domain,"Wind and bird calls mix with human speech, laughter, and ticks.",457,901
1142,ede654af-061a-4fde-a37d-2e7aeca6f38b,61064003.flac,Watkins,species-common-detection-random,None,161,309
1143,4e6fa367-6aa5-4c59-8604-3606a781c2ee,6102102E.flac,Watkins,species-sci-detection-random,Pseudorca crassidens,25,48
1155,1746e44f-cf83-42ae-9b7d-9172738f6454,94009001.flac,Watkins,caption-none-rich,One Short-Finned (Pacific) Pilot Whale whistling with water noise and sonar.,41,69
1169,360b140a-467d-4a79-ad1b-47b5e696c804,Y7MJJ3L1t2b0.flac,WavCaps,wavcaps-qa,Raindrops falling accompanied by some mechanical sounds.,505,998
1174,67a7e886-69c4-43a1-8efd-17f57760fdde,8002001I.flac,Watkins,family-classification,Balaenopteridae,81,159
1181,7a8d6c21-70f8-4648-9e73-0f9cbd980110,9230200N.flac,Watkins,family-detection,None,457,897
1194,2fb629a3-99cd-4de4-9249-9e60c314b819,70025008.flac,Watkins,species-common-options-classification,Bearded Seal,73,130
1290,955301c0-f6fa-431a-b3a4-1cd68f0765a5,6400500M.flac,Watkins,species-common-detection-random,None,89,161
1306,eaf07a39-41f7-4b05-aab0-5d17bf6f8486,331701.flac,WavCaps,caption-general-domain,Water runs quickly.,257,504
1316,0d3a7844-9043-41b3-b223-2d5feddd119b,Turdus_merula_Co0046_02_short.flac,Animal Sound Archive,taxonomic-detection,None,505,998
1414,5abe6f6c-25e8-4626-a96b-ac32b84dcb36,166902.flac,WavCaps,wavcaps-qa,A dtmf tone,257,500
1461,0c699e26-b423-470e-8fb8-b6dfd69d1312,587777.flac,WavCaps,caption-general-domain,Someone is typing on a keyboard.,209,410
1468,d77eb5be-0fe0-4f49-be3b-3d38e589ebcb,189216.flac,WavCaps,caption-general-domain,Something heavy is being dropped.,281,549
1478,f1316d54-d38f-4ba1-bac8-a6a0bb9e9dc5,613097.flac,WavCaps,caption-general-domain,An artificially generated sound effect is being created.,57,111
1500,21bd08a0-fe5a-4c52-a6aa-2c8d9e9494cc,Anthus_trivialis_Co0099_03_short.flac,Animal Sound Archive,taxonomic-detection,None,505,998
1540,34b24319-dd43-4d26-9f62-89a81a6aa5c5,643611.flac,WavCaps,wavcaps-qa,Someone is tapping an aluminum mug on a table.,129,248
1551,10d849db-1f13-49f0-bd31-18bfe1078ff5,6400504E.flac,Watkins,caption-common-rich,"A group of at least four Pantropical Spotted Dolphins traveling and vocalizing with clicks and whistles, and background high frequency noise due to equipment limitations, with one individual observed to be harpooned.",505,998
1564,317d215c-8f3e-4dcf-b792-7faadee5e3cb,07010175.flac,WavCaps,caption-general-domain,Someone is sanding on a wood lathe.,505,998
1587,62462589-ea0c-4392-8245-43d9e71c317a,568042.flac,WavCaps,wavcaps-qa,Someone slurping a coffee.,57,101
1598,6dc17cd6-aaa2-4d7d-ad20-251e755ab8ba,YkCEXTnIJwTY.flac,WavCaps,caption-general-domain,"Wind and music play, a man speaks over microphone and wind noise.",505,998
1609,49b7ec12-b689-468a-8936-e1ed7e5df334,348266.flac,WavCaps,wavcaps-qa,Frogs,505,998
1612,6b879f0c-009f-4857-a277-213484450959,60026035.flac,Watkins,species-common-classification-context,Killer Whale,281,555
1644,79041ed9-600d-4c51-a69b-036c29591f23,7100101E.flac,Watkins,family-classification,Physeteridae,153,296
1645,2476dede-5a2b-4218-bc14-85e32343248b,YcbYZQRz09bc.flac,WavCaps,wavcaps-qa,A passing car and tweeting birds with clicking sounds.,505,998
1667,eb10f2e6-5813-4711-a733-93643d9e5ee3,97769008.flac,Watkins,species-sci-detection-random,Orcinus orca,145,281
1672,8ecc4d79-20a5-404d-b8f3-82e18963ba92,66091007.flac,Watkins,species-taxonomic-classification-context,Chordata Mammalia Cetacea Delphinidae Globicephala macrorhynchus,121,228
1699,c1d6affa-7d4b-447a-a5be-e60126aea021,457617.flac,WavCaps,caption-general-domain,Birds sing. Wind blows. Traffic moves and construction occurs on a side street.,505,998
1717,7a593dae-8614-49bf-bd6b-2da696a11908,615913.flac,WavCaps,caption-general-domain,Someone is pouring water.,201,388
1748,8b2034c7-8d72-4a23-9d87-ab5ac194320f,9776100T.flac,Watkins,genus-detection,Orcinus,17,32
1763,29da94d6-f609-4c27-b0d1-25c256c1a5a3,91010025.flac,Watkins,species-sci-options-classification,Lagenodelphis hosei,505,998
1764,dff3bdef-5e3d-482f-aeaa-d946ea04f5b4,YGPZhcnRhI-I.flac,WavCaps,wavcaps-qa,There was an explosion and glass shattered.,505,998
1766,b3260e59-56ec-4753-bc23-c5745b827b81,Garrulus_glandarius_DIG0172_09_short.flac,Animal Sound Archive,taxonomic-classification,Chordata Aves Passeriformes Corvidae Garrulus glandarius,505,998
1786,b530fe98-7246-4668-9fe3-7b60e81b2b3a,8800505C.flac,Watkins,taxonomic-detection,Chordata Mammalia Carnivora Phocidae Erignathus barbatus,233,464
1787,80d7d06d-657f-4081-9d73-82283223ef6d,94008050.flac,Watkins,species-sci-classification-context,Globicephala macrorhynchus,65,123
1851,e5a898e9-0ef6-41ff-b708-fd8070201206,8303501T.flac,Watkins,genus-detection,Stenella,153,299
1853,001c3789-ff70-4c1f-97d7-b062a60fd962,8353.flac,WavCaps,caption-general-domain,Machines are clicking in the subway.,369,727
1874,c874c13f-9022-4835-81c1-5c6feeb0cf28,66807.flac,WavCaps,wavcaps-qa,Laser shot with an echo and swirl.,281,554
1876,4cb81bda-57a7-4289-979a-e57d43be08c6,456855.flac,WavCaps,wavcaps-qa,A clock is ticking and ringing an alarm.,505,998
1921,728f8fc5-1e66-405d-862a-b29fe12a7b89,Sylvia_curruca_DIG0145_10_short.flac,Animal Sound Archive,species-sci-classification,Sylvia curruca,345,677
1934,5d597ac2-d173-4861-996c-b45ff61e0ca2,220619.flac,WavCaps,wavcaps-qa,A horror-scream sound.,89,174
1935,7caca538-5ed9-48f0-ab2d-f53920567e34,86008029.flac,Watkins,caption-none-rich,"Humpback whale making a 1 upsweep call, accompanied by snapping shrimp and rain sounds.",41,78
1950,158d4590-4027-4935-9bba-4a5283219054,148760.flac,WavCaps,caption-general-domain,Someone is playing a piano as a harp.,505,998
1965,428c3c18-b3d3-4ded-bbc4-3c8c981f4c79,575785.flac,WavCaps,caption-general-domain,A robotic sound is playing.,249,486
1985,c8605f4f-0f8c-4c8f-b072-546af742042f,507771.flac,WavCaps,wavcaps-qa,The sound is being made by smacking.,105,203
2034,7856c895-b7b4-447c-99f6-94a7f867b293,270384.flac,WavCaps,caption-general-domain,A voice is speaking.,161,313
2055,d1f2999a-36d6-4408-8316-7cddc8ba1a54,YV5HhpNIiAJk.flac,WavCaps,caption-general-domain,"Music, sound effects, and human voice are heard.",505,998
2061,85c2f34f-234b-4888-92a7-f6fca3f807df,342211.flac,WavCaps,caption-general-domain,Thunderstorm and television play in the background.,505,998
2072,8a2d83ae-485c-480a-99a2-01a00f830ca1,Ya46fFNSxAXU.flac,WavCaps,wavcaps-qa,"The engine is making knocking, rattling, and idling sounds.",505,998
2107,9452ad5b-ac41-4a30-afe7-3a8eef57d137,30814.flac,WavCaps,wavcaps-qa,It sounds like a giant sunfish with teeth.,505,998
2170,bde9fe04-75f8-48a2-b048-9be0b5dbbddd,41731.flac,WavCaps,caption-general-domain,Chimera of church bells and bouncing ping pong ball.,209,412
2197,1b90b0b0-b80c-453c-b541-20ae49a6f022,5801801D.flac,Watkins,family-classification,Balaenopteridae,305,597
2206,99213f38-7400-448c-9f64-4a687d0037ef,7700600F.flac,Watkins,species-common-detection-random,None,41,73
2222,04cfef8f-4a40-4d48-bd98-cbc0771658b0,322546.flac,WavCaps,caption-general-domain,Sound is being made.,145,279
2244,381b3671-fa9f-4cc9-b6ee-e98b76664620,Y7ojteAGwjaA.flac,WavCaps,caption-general-domain,Mechanisms are heard.,505,998
2284,ab8c15c5-0118-4e34-adcd-2c13197609ad,YuiwqKoIiykA.flac,WavCaps,caption-general-domain,"Mechanisms are heard, including ratcheting and pawling.",505,998
2306,de0e29f9-bf9a-4a7a-978d-5a6c19bba1ab,Y8fMnn6coUhQ.flac,WavCaps,caption-general-domain,"A ticking sound is accompanied by music, barking dogs, and doorbells.",505,998
2342,29a9b322-8b29-454a-a2c2-e527a19063e0,YfXcm7AaOp_8.flac,WavCaps,caption-general-domain,"Music, mechanisms, and a speech synthesizer are heard.",505,998
2350,7124506c-9392-4b69-9cf9-a7dd620a311d,9400806F.flac,Watkins,taxonomic-detection,None,41,73
2358,50016737-7c8a-49d0-8ea9-3c9bb3e39007,207687.flac,WavCaps,caption-general-domain,Subway conductor announces train delay.,505,998
2366,6bffd177-4827-42f4-9690-fa6dc57646ee,79040003.flac,Watkins,species-common-detection-random,None,505,998
2371,2cbe148e-f24a-4e6f-830e-341ba4e4a0ed,168681.flac,WavCaps,wavcaps-qa,Opening a soda can.,329,656
2394,74fad971-8614-4838-b32f-0253b26d260f,75003011.flac,Watkins,taxonomic-classification,Chordata Mammalia Cetacea Delphinidae Stenella coeruleoalba,89,162
2436,2fe68e99-4633-4eb1-be9f-c9e3600b1977,Sylvia_atricapilla_CoMC0018_21_short.flac,Animal Sound Archive,species-sci-detection-hard,Sylvia atricapilla,505,998
2460,92c769b5-e035-48f6-83da-457810d37445,615348.flac,WavCaps,wavcaps-qa,All styles of hip hop.,481,958
2528,4617b5a8-a226-4662-b005-5eaa24eb43c3,9500300I.flac,Watkins,taxonomic-classification,Chordata Mammalia Cetacea Delphinidae Pseudorca crassidens,81,152
2562,029aeed5-40a1-4728-bdb0-c328c4fa78fa,87003005.flac,Watkins,genus-classification,Delphinus,73,140
2585,c28e91d9-2870-4611-b52e-32d7b7e611cf,Carduelis_carduelis_PF00656_short.flac,Animal Sound Archive,genus-classification,Carduelis,505,998
2594,e1502208-c3f6-4ddd-b74f-16743dde4b5a,Cervus_elaphus_S1329_07_short.flac,Animal Sound Archive,species-common-classification-context,Barbary Red Deer (barbarus),505,998
2602,3eb8700d-deaf-4236-b9c6-ed546b74a1ac,431818.flac,WavCaps,wavcaps-qa,Sound is being recorded in a specific type of vehicle.,505,998
2607,6f080f55-6198-461a-851c-e725bd9a49ab,7703501T.flac,Watkins,family-classification,Delphinidae,97,192
2635,ceda174c-4f87-42a3-957b-9b1b3c522b15,395777.flac,WavCaps,caption-general-domain,"Metal clangs, grinds, and bangs as it is processed.",505,998
2671,c8bc412b-e406-4263-9aaa-4bb641db0f2e,YDxptko9c9pQ.flac,WavCaps,caption-general-domain,People shout and race cars speed by with engine revving.,505,998
2676,681d70f5-83ed-4826-8e82-a4e46abc0606,Turdus_merula_Tre_N0009_05_short.flac,Animal Sound Archive,genus-detection,None,505,998
2694,eddd07e8-cb3b-4cfc-8cc6-ac958a5a05e9,75012037.flac,Watkins,genus-detection,Globicephala,137,261
2704,12eb602b-9d55-478e-a006-9818b078a942,9320100X.flac,Watkins,genus-detection,Balaenoptera,289,565
2707,2825e212-a3f1-438a-8ccf-fa1238a7cd4f,396665.flac,WavCaps,caption-general-domain,Recorded in a forest.,505,998
2740,c2c02eb7-8ecf-45dc-afa7-de86d9471e5a,114604.flac,WavCaps,wavcaps-qa,A spin-up noise.,505,998
2748,43f2653f-f5fe-4ac6-8da5-a0adf649c58f,516056.flac,WavCaps,caption-general-domain,It is raining.,505,998
2766,58d7483b-26c6-4ba7-8443-8bb7da8a48b6,58014023.flac,Watkins,species-sci-detection-random,None,97,186
2769,4a83a403-767f-4704-ad86-4de96fde1cf8,273996.flac,WavCaps,caption-general-domain,Water flows in a bathroom.,241,472
2773,5dde818c-06e5-428e-87a2-796c7c12d177,95706.flac,WavCaps,wavcaps-qa,Water is being poured.,489,968
2797,83519e91-d36c-450c-a1ef-81fb0d84be7a,97767008.flac,Watkins,species-sci-classification,Orcinus orca,113,224
2804,30f12a77-e10d-46a0-aad9-82fc21de3ded,YBw_M2cdLIN8.flac,WavCaps,caption-general-domain,Mechanisms and men speaking are heard.,505,998
2830,be261345-80b0-47bd-adce-81706f310468,9220100L.flac,Watkins,genus-classification,Megaptera,89,170
2837,d1e9b24b-6be9-45cf-87f3-3235f2c09b97,7100801A.flac,Watkins,species-sci-options-classification,Physeter catodon,113,212
2847,93ee8aaf-1a68-44ea-8984-f77e1da1f0eb,441988.flac,WavCaps,wavcaps-qa,The sound of a cassette recorder.,505,998
2848,be26c277-712a-4928-b62a-f1ad152919b0,8501206M.flac,Watkins,species-sci-detection-hard,None,89,175
2865,435b7e86-bb17-4054-b7f0-d71148818b65,Y6CG4tvk9PN0.flac,WavCaps,caption-general-domain,"A man is speaking and singing, water is splashing and tapping, and a sound effect is heard in the background.",505,998
2886,dd604f70-ca6c-4bd8-8846-f0daf2911753,Y6LNlyOH7dIY.flac,WavCaps,caption-general-domain,A woman is speaking with pig sounds in the background.,505,998
2899,3e46fc4f-67a1-491b-a1ac-7b2278f3e7fc,Acrocephalus_scirpaceus_DIG0161_58_short.flac,Animal Sound Archive,species-common-options-classification,Common Reed Warbler,505,998
2933,07db07b0-ad92-4e0e-929f-f39c70a475f4,580488.flac,WavCaps,caption-general-domain,"Door creaks, someone walks by, and cowbell and birds sing.",505,998
2949,43436410-0b57-4460-b21c-8938a2a17c38,587142.flac,WavCaps,caption-general-domain,A sound is playing with a fade in and fade out.,505,998
2955,d92bea55-71e6-4a39-8874-cb663e3442b4,859.flac,WavCaps,wavcaps-qa,A quote about soma.,161,315
2964,0b3c4edd-0b4d-4d9e-a80f-bded96d02348,Y2A9cNdvHr3w.flac,WavCaps,caption-general-domain,An aircraft is heard in the sky.,505,998
2984,f1bd35c5-1251-4f81-823d-7ebc25b3b167,Neofelis_nebulosa_S0247_01_short.flac,Animal Sound Archive,species-sci-classification,Neofelis nebulosa,505,998
2986,5e0a04c0-0697-40ed-9589-86f134f540f7,539809.flac,WavCaps,caption-general-domain,The surf is close with gurgles.,505,998
3034,7ca89421-38e9-45eb-b79a-1676162963f8,YjVGeXnDCiws.flac,WavCaps,wavcaps-qa,A chant being sung with background music.,505,998
3048,b685cd3f-362a-42e8-bfb7-5d4e2aded2f1,Y1ILADUzj-M0.flac,WavCaps,caption-general-domain,"A man taps, crumples, speaks, and makes unknown sounds while crinkling.",505,998
3059,df5a0d4f-43e1-4545-86f4-be32f1372790,YHOtQseh7MIM.flac,WavCaps,wavcaps-qa,Computer keyboard sounds and mechanisms.,505,998
3086,7db7cab8-2351-40a0-8622-3f96bef6287d,Turdus_merula_Tre_N0119_10_short.flac,Animal Sound Archive,species-sci-multiple-detection,Turdus merula,505,998
3111,a9546f54-1df9-44f4-b38f-d4e47cedb800,07043290.flac,WavCaps,wavcaps-qa,Gun shots,313,609
3121,a8685ce4-7100-4e8d-aefa-2078a1383694,393180.flac,WavCaps,wavcaps-qa,A piano.,265,513
3150,74bd235b-aa72-4d69-8b8b-7cee91fc12d7,72007015.flac,Watkins,species-sci-detection-hard,None,137,272
3171,9e514d40-77bc-4eb9-b079-94d7837be251,360649.flac,WavCaps,caption-general-domain,Someone is peeling and chopping an onion.,505,998
3180,cc585b0f-2f72-42ab-8d73-f0e3a4c233e5,9400901S.flac,Watkins,taxonomic-detection,Chordata Mammalia Cetacea Delphinidae Globicephala macrorhynchus,73,136
3184,9fe9049f-3b3d-4f99-9b2e-14d1b2f792d0,YhsmrvZEc_uw.flac,WavCaps,caption-general-domain,A tap is heard rhythmically with music.,505,998
3198,ef83a0de-3f8b-4457-a334-4a425d70be7b,YGtodrvgjyj0.flac,WavCaps,caption-general-domain,Tools and mechanisms are hammering and speaking with hubbub.,505,998
3200,505234a4-4b26-41cf-be2a-4b4d9d9d846a,469126.flac,WavCaps,caption-general-domain,A sprinkle of rain falls on a roof while a dog barks and birds chirp.,505,998
3272,3d3e1887-fc18-4e70-a41e-8ce5b68305d8,63005001.flac,Watkins,genus-detection,None,105,193
3287,882cd8ad-9001-4ca0-b021-ae74d7aab5a7,7900400L.flac,Watkins,species-sci-classification-context,Lagenorhynchus acutus,137,269
3329,d11f1efe-91c5-43a3-991d-bc056976381d,7500303T.flac,Watkins,genus-detection,Delphinus,281,547
3342,c0962a0a-1409-400d-bffb-9bb6e196051a,8600801Q.flac,Watkins,species-common-classification,Humpback Whale,105,200
3497,8cfe20d9-2b50-4ffa-841b-eb40ff919dbf,Fringilla_coelebs_Co0062_07_short.flac,Animal Sound Archive,species-sci-multiple-detection,Fringilla coelebs,505,998
3515,e3048473-cd5d-4ce2-9660-f4f6e0515e0d,6102204S.flac,Watkins,caption-scientific,"Multiple Pseudorca crassidenss producing clicks and whistles in a noisy, busy recording.",161,317
3601,ff5e3f46-ae1d-4ac0-8b4f-5be1adcf3e0b,79040007.flac,Watkins,species-sci-multiple-detection,Balaenoptera acutorostrata,97,190
3602,58c0f7cb-8dd8-4f84-bfc1-06b858c224dd,Equus_zebra_S0953_04_short.flac,Animal Sound Archive,genus-detection,Equus,345,688
3606,70a388bb-71e3-41fd-8632-284cfb15fe4c,88006029.flac,Watkins,species-common-multiple-detection,Bowhead Whale,113,212
3634,ff71a46a-4a12-44ba-a40b-47f08660dba7,61053003.flac,Watkins,family-detection,Balaenopteridae,137,262
3687,cd1593b5-8364-4ada-9e89-a284f3c63548,9769200H.flac,Watkins,family-detection,Delphinidae,49,83
3837,9e2a87e5-2e7c-4334-94ea-7746d2b45433,66091006.flac,Watkins,species-common-options-classification,Short- Finned( Pacific) Pilot Whale,121,229
3871,35601063-e03d-4668-a80d-c7f53b5fe230,9101200G.flac,Watkins,family-detection,Delphinidae,25,47
3948,9db5c2bc-ca9b-4b61-8a85-4c8ebc01f24e,7700800A.flac,Watkins,species-sci-detection-hard,Balaenoptera physalus,73,140
4250,a0d76e86-2da8-407d-bad7-7b1a48178285,94008055.flac,Watkins,species-sci-classification,Globicephala macrorhynchus,97,190
4311,9ec4f6a7-7afa-4052-a7b9-2c6171619646,75001010.flac,Watkins,taxonomic-classification,Chordata Mammalia Cetacea Delphinidae Lagenorhynchus acutus,89,173
4316,f8f940fe-9cd3-41c3-a0d0-0c8f0b5f677a,Anthus_trivialis_Co0088_01_short.flac,Animal Sound Archive,species-sci-options-classification,Anthus trivialis,505,998
4331,b1b82430-988c-4b1b-b442-4cdb17d5bb6b,6403100G.flac,Watkins,species-sci-detection-hard,Orcinus orca,105,208
4382,b1e2de20-3eab-47b3-9d2d-6c6b9c0d5e80,9002708R.flac,Watkins,genus-classification,Stenella,145,274
4430,f65ebf13-eb73-4fef-b10c-1e0763b14dbc,60026041.flac,Watkins,genus-classification,Orcinus,73,141
4497,f1dcdae1-9a77-4c65-bf6d-9468dfa301a9,79005004.flac,Watkins,species-sci-detection-hard,Balaenoptera physalus,81,148
4510,72e8c01f-385e-40fe-a645-c400d2489a71,97750003.flac,Watkins,species-common-classification-context,Killer Whale,89,175
4591,2cb01763-57e1-4a0e-b795-eae75656a8b1,5702606N.flac,Watkins,species-sci-multiple-detection,Delphinus delphis,97,177
4596,41d48329-93ff-404a-8678-151bf3fbb2f0,9101203S.flac,Watkins,species-common-classification,Melon Headed Whale,17,19
4617,78be6796-a469-4ddd-be22-2f4b3e8c1601,56018004.flac,Watkins,species-taxonomic-classification-context,Chordata Mammalia Cetacea Balaenidae Eubalaena glacialis,113,222
4619,91c2ef47-bd41-4124-945f-8647f2de5788,Fringilla_coelebs_CoMC0004_20_short.flac,Animal Sound Archive,genus-classification,Fringilla,505,998
4669,a4612c62-b694-4d48-95ea-d4a99b390271,88006019.flac,Watkins,species-taxonomic-classification-context,Chordata Mammalia Carnivora Phocidae Erignathus barbatus,177,351
4723,65b49b46-ca07-4eca-9386-d47651d297ee,8600801X.flac,Watkins,species-common-classification-context,Humpback Whale,113,209
4724,6ac3006f-49e7-4d86-9c9b-6c16b3412a8f,8501201S.flac,Watkins,genus-detection,Stenella,49,83
4748,bebd1a1c-0365-48b5-8c74-c1e3f5dae00b,Turdus_merula_Tre_N0101_12_short.flac,Animal Sound Archive,genus-classification,Turdus,505,998
4752,ac0c5ba6-d022-478e-83aa-cd979038f6ce,97781001.flac,Watkins,species-sci-detection-hard,Orcinus orca,81,152
4781,13145736-ff9f-48ba-901e-eeb040a16495,64055003.flac,Watkins,species-sci-classification,Leptonychotes weddellii,81,147
4823,4b0cb268-dc0a-4aec-8442-00984f21edeb,7500305J.flac,Watkins,taxonomic-detection,None,65,124
4825,decbbb99-a8a1-4148-9988-206b6baf183e,5801801M.flac,Watkins,species-taxonomic-classification-context,Chordata Mammalia Cetacea Balaenopteridae Megaptera novaeangliae,465,920
4844,094e5fd7-f551-496b-811d-f649ad51034c,9776101U.flac,Watkins,species-sci-detection-random,Orcinus orca,65,120
4850,7611bc32-7e8b-4c6b-beea-38b18ea4ea2c,97766002.flac,Watkins,species-sci-detection-hard,Orcinus orca,89,163
4890,127d8bc5-ca53-4b42-88fb-677e4e7a3687,9100402F.flac,Watkins,species-sci-classification-context,Globicephala macrorhynchus,145,277
4915,c82e8a21-181d-451c-a9c4-61b569278c5e,Fringilla_coelebs_Tre_N0067_08_short.flac,Animal Sound Archive,species-sci-detection-hard,None,505,998
4990,9421a52e-94f1-4c2f-9d14-e4b83fc674fc,97501003.flac,Watkins,family-detection,Delphinidae,57,110
4998,5393a567-ded0-4b82-939b-af42e7785e10,9777100K.flac,Watkins,family-detection,None,25,47
5018,5cf424ab-6501-4962-91fd-ba2c0ce38a37,Cervus_elaphus_DIG0117_03_short.flac,Animal Sound Archive,species-sci-classification-context,Cervus elaphus,297,578
5042,cd88c22f-f94f-47c5-8dd1-c503f28aecaf,57026059.flac,Watkins,species-sci-classification-context,Delphinus delphis,193,373
5077,c9a2180e-67f3-4154-851d-7b2443469e62,Fringilla_coelebs_V1998_15_short.flac,Animal Sound Archive,caption-common,The sound of a Chaffinch,505,998
5151,90809c3f-33d3-4579-80c6-698a8313ef17,70014002.flac,Watkins,caption-common,"A Northern Right Whale moaning while feeding, with ship engine noise present.",65,116
5169,4b17f9cf-5f1c-4881-a0de-b73706f1c147,97782006.flac,Watkins,family-classification,Delphinidae,129,250
5180,4318866f-89c4-4372-8191-4d541f63fc59,7100201K.flac,Watkins,species-common-classification,Spinner Dolphin,17,25
5240,e14a85c0-c5f1-4825-b3c7-81761702b692,6609000D.flac,Watkins,species-common-classification-context,Ross Seal,201,391
5271,bfb4c658-60fe-4494-b8dd-27be5468a25f,75004003.flac,Watkins,genus-detection,None,81,148
5275,9c17d34a-35fc-4429-8063-a3e45ffc103e,9420104R.flac,Watkins,species-sci-classification-context,Tursiops truncatus,73,135
5277,7f96d0b2-790e-4b55-b0a3-54c556f61382,8600801I.flac,Watkins,species-common-classification-context,Humpback Whale,505,998
5282,78062cd0-82e5-4d3f-8cd2-264d9cf7f181,8501206Q.flac,Watkins,species-common-classification-context,Striped Dolphin,97,186
5432,ef7909ac-f653-4101-a5a8-6a91daf733c1,8700301I.flac,Watkins,caption-scientific-rich,"Five or more Delphinus delphiss bow riding and producing clicks, whistles, and ship background noise.",129,246
5502,e8d393ca-93d8-43e8-9dfe-19a7a1e203b5,64042004.flac,Watkins,species-common-options-classification,Weddell Seal,505,998
5592,027a7af8-a39a-4bb5-ad74-04f71a5f5c6f,Polyplectron_bicalcaratum_V2082_17_Spur1_short.flac,Animal Sound Archive,species-common-classification,Burmese Peacock-Pheasant,505,998
5595,751cc542-ea67-4603-89ee-13334847d68f,Fringilla_coelebs_V2001_13_short.flac,Animal Sound Archive,species-sci-classification,Fringilla coelebs,505,998
5604,2e99c343-a1d1-4b04-8889-41703e6fe3af,77008006.flac,Watkins,species-sci-detection-random,Balaenoptera physalus,65,121
5616,d142e6cd-2898-4aeb-a8b0-f54714f1ff85,9420101W.flac,Watkins,species-common-classification-context,Grampus- Risso's Dolphin,41,67
5641,459165a9-930b-44f1-a137-2b1f7d84fb45,68003001.flac,Watkins,species-taxonomic-classification-context,Chordata Mammalia Carnivora Phocidae Phoca hispida,145,282
5676,b6612d75-5b6d-4715-a975-3761031d5c3e,Turdus_philomelos_Bru_DAT0011_94_short.flac,Animal Sound Archive,species-common-options-classification,Song Thrush,505,998
5678,7bbb23b9-1081-4446-bc02-15e2b8d39773,Falco_subbuteo_PF04122_short.flac,Animal Sound Archive,family-classification,Falconidae,505,998
5787,a01ddadd-e47a-46db-bc20-dd11802ba8d0,61040009.flac,Watkins,species-common-multiple-detection,Fin- Finback Whale,505,998
5968,455cb9ae-3115-4cca-815f-3923ea00fbbb,Fringilla_coelebs_Tre_N0054_03_short.flac,Animal Sound Archive,species-sci-multiple-detection,Fringilla coelebs,505,998
6040,ca5412b7-f91a-4648-8827-691e640f6fe4,6107500R.flac,Watkins,species-sci-detection-random,Lagenorhynchus acutus,49,83
6047,2682a546-fb75-44f4-a8fc-c28ed5581873,6107200P.flac,Watkins,species-sci-detection-random,Lagenorhynchus acutus,97,181
6052,80b85db8-3e8a-4983-a78b-7f324700cd07,Poecile_montanus_Tre_P0176_02_short.flac,Animal Sound Archive,species-sci-classification-context,Poecile montanus,289,562
6075,9ed6905c-d8bd-4aa4-a063-32d93a697922,Tamias_sibiricus_S1118_03_short.flac,Animal Sound Archive,species-common-detection-hard,Ardilla listada de Siberia,505,998
6140,dc8cc74a-2116-49ee-b32f-3629cff1f735,Sylvia_borin_CoMC0005_08_short.flac,Animal Sound Archive,genus-classification,Sylvia,505,998
6169,e9d74aff-4677-4b88-af8a-f5b59297ef9c,Vulpes_corsac_K0009_03_short.flac,Animal Sound Archive,species-sci-options-classification,Vulpes corsac,505,998
6245,ef3a448e-9c0e-4dac-86eb-f5dc9a3148c9,Carpodacus_erythrinus_DIG0177_09_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Aves Passeriformes Fringillidae Carpodacus erythrinus,505,998
6837,ba830332-d4eb-4179-9d72-bbdc5df14ac8,Regulus_regulus_AuMC0283_04_short.flac,Animal Sound Archive,species-common-classification,Goldcrest,505,998
6929,66229406-8dea-4200-bb06-93e6a063184a,Carpodacus_erythrinus_DIG0177_22_short.flac,Animal Sound Archive,family-classification,Fringillidae,505,998
7055,ee0cee4f-ba26-4692-97ce-d761e9bd62b4,Acrocephalus_palustris_Bru_DAT0114_36A_short.flac,Animal Sound Archive,species-sci-detection-random,Acrocephalus palustris,505,998
7228,014b4fb0-db7e-45b3-9c08-2f62590169de,Gracula_religiosa_Lue0100_16_short.flac,Animal Sound Archive,species-common-classification,Common Hill Myna,505,998
7288,d5a1fc05-301b-482e-9ac9-1e88b8ab4e31,Erithacus_rubecula_Bru_DAT0026_10_short.flac,Animal Sound Archive,species-sci-classification-context,Erithacus rubecula,505,998
7519,cf7fd664-0699-4561-8e3d-aba7e1e54b90,Zalophus_californianus_V2061_17_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Mammalia Carnivora Otariidae Zalophus californianus,505,998
7678,cfc2dcde-0fb6-40d5-b3c4-ba7688c24f29,Hippolais_icterina_Co0042_07_short.flac,Animal Sound Archive,species-sci-detection-hard,None,505,998
7811,2fb3653d-0cd3-4681-a93a-f223ea40c143,Erithacus_rubecula_Tre_N0081_04_short.flac,Animal Sound Archive,species-common-options-classification,European Robin,505,998
